repayment_id,loan_id,due_date,payment_date,amount_due,amount_paid
1225,31,2024-08-15,2024-08-15,2349.62,2349.62
1226,31,2024-09-14,2024-09-14,2349.62,2349.62
1227,31,2024-10-14,2024-10-14,2349.62,2349.62
1228,31,2024-11-13,2024-11-13,2349.62,2349.62
1229,31,2024-12-13,2024-12-23,2349.62,2151.16
1230,31,2025-01-12,2025-01-17,2349.62,2349.62
1231,31,2025-02-11,2025-02-11,2349.62,2349.62
1232,31,2025-03-13,2025-03-13,2349.62,2349.62
1233,31,2025-04-12,2025-04-17,2349.62,2349.62
1234,31,2025-05-12,2025-06-11,2349.62,1339.42
1235,31,2025-06-11,2025-06-21,2349.62,1995.49
1236,31,2025-07-11,2025-07-11,2349.62,2349.62
1237,32,2021-12-11,2021-12-16,484.81,484.81
1238,32,2022-01-10,2022-01-15,484.81,484.81
1239,32,2022-02-09,2022-03-11,484.81,324.17
1240,32,2022-03-11,2022-04-10,484.81,410.93
1241,32,2022-04-10,2022-04-10,484.81,484.81
1242,32,2022-05-10,2022-05-10,484.81,484.81
1243,32,2022-06-09,2022-06-09,484.81,484.81
1244,32,2022-07-09,2022-07-09,484.81,484.81
1245,32,2022-08-08,2022-09-07,484.81,250.19
1246,32,2022-09-07,2022-09-07,484.81,484.81
1247,32,2022-10-07,2022-10-17,484.81,281.27
1248,32,2022-11-06,2022-11-11,484.81,484.81
1249,32,2022-12-06,2022-12-11,484.81,484.81
1250,32,2023-01-05,2023-02-04,484.81,472.26
1251,32,2023-02-04,2023-02-09,484.81,484.81
1252,32,2023-03-06,2023-03-16,484.81,414.85
1253,32,2023-04-05,2023-04-05,484.81,484.81
1254,32,2023-05-05,2023-05-15,484.81,364.06
1255,32,2023-06-04,2023-07-04,484.81,297.5
1256,32,2023-07-04,2023-07-04,484.81,484.81
1257,32,2023-08-03,2023-08-03,484.81,484.81
1258,32,2023-09-02,2023-09-02,484.81,484.81
1259,32,2023-10-02,2023-10-12,484.81,333.92
1260,32,2023-11-01,2023-11-01,484.81,484.81
1261,32,2023-12-01,2023-12-31,484.81,293.76
1262,32,2023-12-31,2024-01-10,484.81,255.98
1263,32,2024-01-30,2024-02-04,484.81,484.81
1264,32,2024-02-29,2024-02-29,484.81,484.81
1265,32,2024-03-30,2024-04-29,484.81,478.98
1266,32,2024-04-29,2024-05-09,484.81,446.44
1267,32,2024-05-29,2024-06-28,484.81,355.95
1268,32,2024-06-28,2024-06-28,484.81,484.81
1269,32,2024-07-28,2024-08-27,484.81,398.0
1270,32,2024-08-27,2024-09-01,484.81,484.81
1271,32,2024-09-26,2024-09-26,484.81,484.81
1272,32,2024-10-26,2024-10-26,484.81,484.81
1273,33,2021-06-30,2021-06-30,929.22,929.22
1274,33,2021-07-30,2021-08-29,929.22,661.71
1275,33,2021-08-29,2021-08-29,929.22,929.22
1276,33,2021-09-28,2021-09-28,929.22,929.22
1277,33,2021-10-28,2021-10-28,929.22,929.22
1278,33,2021-11-27,2021-11-27,929.22,929.22
1279,33,2021-12-27,2021-12-27,929.22,929.22
1280,33,2022-01-26,2022-02-05,929.22,826.45
1281,33,2022-02-25,2022-02-25,929.22,929.22
1282,33,2022-03-27,2022-03-27,929.22,929.22
1283,33,2022-04-26,2022-04-26,929.22,929.22
1284,33,2022-05-26,2022-05-26,929.22,929.22
1285,33,2022-06-25,2022-06-25,929.22,929.22
1286,33,2022-07-25,2022-08-04,929.22,514.08
1287,33,2022-08-24,2022-08-24,929.22,929.22
1288,33,2022-09-23,2022-10-03,929.22,469.71
1289,33,2022-10-23,2022-10-23,929.22,929.22
1290,33,2022-11-22,2022-11-22,929.22,929.22
1291,33,2022-12-22,2023-01-01,929.22,558.34
1292,33,2023-01-21,2023-01-21,929.22,929.22
1293,33,2023-02-20,2023-02-20,929.22,929.22
1294,33,2023-03-22,2023-03-22,929.22,929.22
1295,33,2023-04-21,2023-04-21,929.22,929.22
1296,33,2023-05-21,2023-05-31,929.22,727.02
1297,33,2023-06-20,2023-06-30,929.22,922.95
1298,33,2023-07-20,2023-07-25,929.22,929.22
1299,33,2023-08-19,2023-08-19,929.22,929.22
1300,33,2023-09-18,2023-09-18,929.22,929.22
1301,33,2023-10-18,2023-10-18,929.22,929.22
1302,33,2023-11-17,2023-11-17,929.22,929.22
1303,33,2023-12-17,2023-12-17,929.22,929.22
1304,33,2024-01-16,2024-01-16,929.22,929.22
1305,33,2024-02-15,2024-02-15,929.22,929.22
1306,33,2024-03-16,2024-03-16,929.22,929.22
1307,33,2024-04-15,2024-04-20,929.22,929.22
1308,33,2024-05-15,2024-05-25,929.22,555.16
1309,34,2022-05-12,2022-05-17,2929.29,2929.29
1310,34,2022-06-11,2022-07-11,2929.29,1985.82
1311,34,2022-07-11,2022-07-11,2929.29,2929.29
1312,34,2022-08-10,2022-09-09,2929.29,2452.82
1313,34,2022-09-09,2022-09-09,2929.29,2929.29
1314,34,2022-10-09,2022-10-14,2929.29,2929.29
1315,34,2022-11-08,2022-12-08,2929.29,2202.21
1316,34,2022-12-08,2022-12-18,2929.29,2647.34
1317,34,2023-01-07,2023-01-07,2929.29,2929.29
1318,34,2023-02-06,2023-02-06,2929.29,2929.29
1319,34,2023-03-08,2023-03-18,2929.29,2630.61
1320,34,2023-04-07,2023-04-12,2929.29,2929.29
1321,34,2023-05-07,2023-05-17,2929.29,2737.15
1322,34,2023-06-06,2023-06-06,2929.29,2929.29
1323,34,2023-07-06,2023-07-06,2929.29,2929.29
1324,34,2023-08-05,2023-08-05,2929.29,2929.29
1325,34,2023-09-04,2023-09-04,2929.29,2929.29
1326,34,2023-10-04,2023-11-03,2929.29,2142.93
1327,34,2023-11-03,2023-12-03,2929.29,1601.28
1328,34,2023-12-03,2024-01-02,2929.29,1803.81
1329,34,2024-01-02,2024-01-02,2929.29,2929.29
1330,34,2024-02-01,2024-03-02,2929.29,2422.85
1331,34,2024-03-02,2024-04-01,2929.29,1700.52
1332,34,2024-04-01,2024-04-11,2929.29,2220.84
1333,34,2024-05-01,2024-05-31,2929.29,2356.23
1334,34,2024-05-31,2024-06-10,2929.29,2827.1
1335,34,2024-06-30,2024-06-30,2929.29,2929.29
1336,34,2024-07-30,2024-08-04,2929.29,2929.29
1337,34,2024-08-29,2024-08-29,2929.29,2929.29
1338,34,2024-09-28,2024-09-28,2929.29,2929.29
1339,34,2024-10-28,2024-10-28,2929.29,2929.29
1340,34,2024-11-27,2024-11-27,2929.29,2929.29
1341,34,2024-12-27,2025-01-06,2929.29,2718.31
1342,34,2025-01-26,2025-01-31,2929.29,2929.29
1343,34,2025-02-25,2025-02-25,2929.29,2929.29
1344,34,2025-03-27,2025-04-26,2929.29,2598.54
1345,34,2025-04-26,2025-05-01,2929.29,2929.29
1346,34,2025-05-26,2025-05-26,2929.29,2929.29
1347,34,2025-06-25,2025-06-25,2929.29,2929.29
1348,34,2025-07-25,2025-08-04,2929.29,2353.51
1349,34,2025-08-24,2025-08-24,2929.29,2929.29
1350,34,2025-09-23,2025-10-03,2929.29,2384.14
1351,34,2025-10-23,2025-10-28,2929.29,2929.29
1352,34,2025-11-22,2025-11-22,2929.29,2929.29
1353,34,2025-12-22,2025-12-22,2929.29,2929.29
1354,34,2026-01-21,2026-01-21,2929.29,2929.29
1355,34,2026-02-20,2026-02-20,2929.29,2929.29
1356,34,2026-03-22,2026-04-01,2929.29,2735.28
1357,35,2022-11-09,2022-11-09,1154.58,1154.58
1358,35,2022-12-09,2022-12-14,1154.58,1154.58
1359,35,2023-01-08,2023-01-08,1154.58,1154.58
1360,35,2023-02-07,2023-02-12,1154.58,1154.58
1361,35,2023-03-09,2023-03-09,1154.58,1154.58
1362,35,2023-04-08,2023-04-08,1154.58,1154.58
1363,35,2023-05-08,2023-05-08,1154.58,1154.58
1364,35,2023-06-07,2023-06-07,1154.58,1154.58
1365,35,2023-07-07,2023-07-07,1154.58,1154.58
1366,35,2023-08-06,2023-08-06,1154.58,1154.58
1367,35,2023-09-05,2023-09-15,1154.58,787.04
1368,35,2023-10-05,2023-10-05,1154.58,1154.58
1369,36,2021-06-09,2021-06-09,2405.25,2405.25
1370,36,2021-07-09,2021-07-09,2405.25,2405.25
1371,36,2021-08-08,2021-09-07,2405.25,2130.98
1372,36,2021-09-07,2021-09-07,2405.25,2405.25
1373,36,2021-10-07,2021-10-12,2405.25,2405.25
1374,36,2021-11-06,2021-11-06,2405.25,2405.25
1375,36,2021-12-06,2021-12-11,2405.25,2405.25
1376,36,2022-01-05,2022-02-04,2405.25,2314.04
1377,36,2022-02-04,2022-02-04,2405.25,2405.25
1378,36,2022-03-06,2022-03-16,2405.25,1789.82
1379,36,2022-04-05,2022-04-05,2405.25,2405.25
1380,36,2022-05-05,2022-05-05,2405.25,2405.25
1381,37,2023-11-26,2023-12-01,1684.58,1684.58
1382,37,2023-12-26,2023-12-31,1684.58,1684.58
1383,37,2024-01-25,2024-02-04,1684.58,1614.79
1384,37,2024-02-24,2024-02-24,1684.58,1684.58
1385,37,2024-03-25,2024-03-30,1684.58,1684.58
1386,37,2024-04-24,2024-04-24,1684.58,1684.58
1387,37,2024-05-24,2024-06-03,1684.58,1553.89
1388,37,2024-06-23,2024-06-23,1684.58,1684.58
1389,37,2024-07-23,2024-07-23,1684.58,1684.58
1390,37,2024-08-22,2024-08-22,1684.58,1684.58
1391,37,2024-09-21,2024-10-21,1684.58,1190.32
1392,37,2024-10-21,2024-10-26,1684.58,1684.58
1393,37,2024-11-20,2024-11-20,1684.58,1684.58
1394,37,2024-12-20,2025-01-19,1684.58,878.24
1395,37,2025-01-19,2025-02-18,1684.58,890.35
1396,37,2025-02-18,2025-02-18,1684.58,1684.58
1397,37,2025-03-20,2025-04-19,1684.58,1534.01
1398,37,2025-04-19,2025-04-19,1684.58,1684.58
1399,37,2025-05-19,2025-05-19,1684.58,1684.58
1400,37,2025-06-18,2025-06-18,1684.58,1684.58
1401,37,2025-07-18,2025-07-18,1684.58,1684.58
1402,37,2025-08-17,2025-08-22,1684.58,1684.58
1403,37,2025-09-16,2025-09-16,1684.58,1684.58
1404,37,2025-10-16,2025-10-26,1684.58,1178.6
1405,37,2025-11-15,2025-11-15,1684.58,1684.58
1406,37,2025-12-15,2025-12-15,1684.58,1684.58
1407,37,2026-01-14,2026-01-19,1684.58,1684.58
1408,37,2026-02-13,2026-02-18,1684.58,1684.58
1409,37,2026-03-15,2026-04-14,1684.58,921.05
1410,37,2026-04-14,2026-04-19,1684.58,1684.58
1411,37,2026-05-14,2026-05-19,1684.58,1684.58
1412,37,2026-06-13,2026-07-13,1684.58,1293.02
1413,37,2026-07-13,2026-07-18,1684.58,1684.58
1414,37,2026-08-12,2026-08-12,1684.58,1684.58
1415,37,2026-09-11,2026-09-11,1684.58,1684.58
1416,37,2026-10-11,2026-10-11,1684.58,1684.58
1417,38,2023-07-16,2023-08-15,17080.83,9465.76
1418,38,2023-08-15,2023-08-20,17080.83,17080.83
1419,38,2023-09-14,2023-09-19,17080.83,17080.83
1420,38,2023-10-14,2023-10-14,17080.83,17080.83
1421,38,2023-11-13,2023-11-18,17080.83,17080.83
1422,38,2023-12-13,2023-12-13,17080.83,17080.83
1423,38,2024-01-12,2024-01-12,17080.83,17080.83
1424,38,2024-02-11,2024-02-11,17080.83,17080.83
1425,38,2024-03-12,2024-03-12,17080.83,17080.83
1426,38,2024-04-11,2024-04-21,17080.83,12693.58
1427,38,2024-05-11,2024-06-10,17080.83,14871.3
1428,38,2024-06-10,2024-06-10,17080.83,17080.83
1429,39,2024-01-28,2024-01-28,2505.67,2505.67
1430,39,2024-02-27,2024-03-03,2505.67,2505.67
1431,39,2024-03-28,2024-03-28,2505.67,2505.67
1432,39,2024-04-27,2024-05-07,2505.67,1447.95
1433,39,2024-05-27,2024-06-01,2505.67,2505.67
1434,39,2024-06-26,2024-06-26,2505.67,2505.67
1435,39,2024-07-26,2024-08-25,2505.67,1520.28
1436,39,2024-08-25,2024-09-04,2505.67,1292.08
1437,39,2024-09-24,2024-10-04,2505.67,2222.78
1438,39,2024-10-24,2024-10-24,2505.67,2505.67
1439,39,2024-11-23,2024-11-23,2505.67,2505.67
1440,39,2024-12-23,2024-12-28,2505.67,2505.67
1441,39,2025-01-22,2025-01-27,2505.67,2505.67
1442,39,2025-02-21,2025-02-21,2505.67,2505.67
1443,39,2025-03-23,2025-03-23,2505.67,2505.67
1444,39,2025-04-22,2025-04-22,2505.67,2505.67
1445,39,2025-05-22,2025-05-22,2505.67,2505.67
1446,39,2025-06-21,2025-07-21,2505.67,1782.68
1447,39,2025-07-21,2025-07-21,2505.67,2505.67
1448,39,2025-08-20,2025-09-19,2505.67,1473.46
1449,39,2025-09-19,2025-09-19,2505.67,2505.67
1450,39,2025-10-19,2025-10-19,2505.67,2505.67
1451,39,2025-11-18,2025-11-18,2505.67,2505.67
1452,39,2025-12-18,2025-12-23,2505.67,2505.67
1453,39,2026-01-17,2026-01-17,2505.67,2505.67
1454,39,2026-02-16,2026-02-16,2505.67,2505.67
1455,39,2026-03-18,2026-04-17,2505.67,1818.39
1456,39,2026-04-17,2026-04-22,2505.67,2505.67
1457,39,2026-05-17,2026-05-27,2505.67,1521.07
1458,39,2026-06-16,2026-06-16,2505.67,2505.67
1459,39,2026-07-16,2026-07-16,2505.67,2505.67
1460,39,2026-08-15,2026-08-15,2505.67,2505.67
1461,39,2026-09-14,2026-09-14,2505.67,2505.67
1462,39,2026-10-14,2026-10-19,2505.67,2505.67
1463,39,2026-11-13,2026-11-13,2505.67,2505.67
1464,39,2026-12-13,2026-12-13,2505.67,2505.67
1465,39,2027-01-12,2027-01-12,2505.67,2505.67
1466,39,2027-02-11,2027-02-11,2505.67,2505.67
1467,39,2027-03-13,2027-03-13,2505.67,2505.67
1468,39,2027-04-12,2027-04-17,2505.67,2505.67
1469,39,2027-05-12,2027-05-17,2505.67,2505.67
1470,39,2027-06-11,2027-06-16,2505.67,2505.67
1471,39,2027-07-11,2027-07-21,2505.67,2115.82
1472,39,2027-08-10,2027-08-10,2505.67,2505.67
1473,39,2027-09-09,2027-10-09,2505.67,1800.05
1474,39,2027-10-09,2027-11-08,2505.67,1967.35
1475,39,2027-11-08,2027-11-08,2505.67,2505.67
1476,39,2027-12-08,2027-12-18,2505.67,2233.89
1477,40,2021-11-22,2021-12-02,4479.64,2684.56
1478,40,2021-12-22,2022-01-21,4479.64,3735.93
1479,40,2022-01-21,2022-01-31,4479.64,2563.74
1480,40,2022-02-20,2022-03-22,4479.64,4449.11
1481,40,2022-03-22,2022-04-21,4479.64,3903.64
1482,40,2022-04-21,2022-05-21,4479.64,3881.89
1483,40,2022-05-21,2022-05-21,4479.64,4479.64
1484,40,2022-06-20,2022-06-20,4479.64,4479.64
1485,40,2022-07-20,2022-07-25,4479.64,4479.64
1486,40,2022-08-19,2022-08-19,4479.64,4479.64
1487,40,2022-09-18,2022-09-23,4479.64,4479.64
1488,40,2022-10-18,2022-10-18,4479.64,4479.64
1489,40,2022-11-17,2022-11-17,4479.64,4479.64
1490,40,2022-12-17,2023-01-16,4479.64,3150.05
1491,40,2023-01-16,2023-01-26,4479.64,3857.61
1492,40,2023-02-15,2023-02-20,4479.64,4479.64
1493,40,2023-03-17,2023-03-17,4479.64,4479.64
1494,40,2023-04-16,2023-05-16,4479.64,3246.23
1495,40,2023-05-16,2023-05-26,4479.64,2458.08
1496,40,2023-06-15,2023-06-15,4479.64,4479.64
1497,40,2023-07-15,2023-08-14,4479.64,4432.67
1498,40,2023-08-14,2023-08-19,4479.64,4479.64
1499,40,2023-09-13,2023-10-13,4479.64,3462.95
1500,40,2023-10-13,2023-10-13,4479.64,4479.64
1501,40,2023-11-12,2023-11-22,4479.64,3085.48
1502,40,2023-12-12,2023-12-12,4479.64,4479.64
1503,40,2024-01-11,2024-01-11,4479.64,4479.64
1504,40,2024-02-10,2024-02-10,4479.64,4479.64
1505,40,2024-03-11,2024-04-10,4479.64,3531.83
1506,40,2024-04-10,2024-04-10,4479.64,4479.64
1507,40,2024-05-10,2024-05-10,4479.64,4479.64
1508,40,2024-06-09,2024-06-09,4479.64,4479.64
1509,40,2024-07-09,2024-07-09,4479.64,4479.64
1510,40,2024-08-08,2024-08-08,4479.64,4479.64
1511,40,2024-09-07,2024-09-07,4479.64,4479.64
1512,40,2024-10-07,2024-10-17,4479.64,4074.35
1513,41,2021-11-16,2021-11-16,1160.17,1160.17
1514,41,2021-12-16,2022-01-15,1160.17,869.62
1515,41,2022-01-15,2022-01-20,1160.17,1160.17
1516,41,2022-02-14,2022-02-19,1160.17,1160.17
1517,41,2022-03-16,2022-03-21,1160.17,1160.17
1518,41,2022-04-15,2022-04-15,1160.17,1160.17
1519,41,2022-05-15,2022-05-15,1160.17,1160.17
1520,41,2022-06-14,2022-06-24,1160.17,827.11
1521,41,2022-07-14,2022-07-14,1160.17,1160.17
1522,41,2022-08-13,2022-08-13,1160.17,1160.17
1523,41,2022-09-12,2022-09-12,1160.17,1160.17
1524,41,2022-10-12,2022-10-17,1160.17,1160.17
1525,41,2022-11-11,2022-11-16,1160.17,1160.17
1526,41,2022-12-11,2022-12-11,1160.17,1160.17
1527,41,2023-01-10,2023-01-10,1160.17,1160.17
1528,41,2023-02-09,2023-02-19,1160.17,925.17
1529,41,2023-03-11,2023-03-21,1160.17,832.93
1530,41,2023-04-10,2023-04-10,1160.17,1160.17
1531,41,2023-05-10,2023-06-09,1160.17,979.5
1532,41,2023-06-09,2023-06-14,1160.17,1160.17
1533,41,2023-07-09,2023-08-08,1160.17,744.39
1534,41,2023-08-08,2023-08-18,1160.17,1124.14
1535,41,2023-09-07,2023-09-07,1160.17,1160.17
1536,41,2023-10-07,2023-10-07,1160.17,1160.17
1537,41,2023-11-06,2023-11-06,1160.17,1160.17
1538,41,2023-12-06,2023-12-06,1160.17,1160.17
1539,41,2024-01-05,2024-02-04,1160.17,589.61
1540,41,2024-02-04,2024-02-09,1160.17,1160.17
1541,41,2024-03-05,2024-03-05,1160.17,1160.17
1542,41,2024-04-04,2024-04-09,1160.17,1160.17
1543,41,2024-05-04,2024-06-03,1160.17,1016.15
1544,41,2024-06-03,2024-06-13,1160.17,637.92
1545,41,2024-07-03,2024-07-08,1160.17,1160.17
1546,41,2024-08-02,2024-08-12,1160.17,917.25
1547,41,2024-09-01,2024-09-01,1160.17,1160.17
1548,41,2024-10-01,2024-10-31,1160.17,748.25
1549,41,2024-10-31,2024-11-05,1160.17,1160.17
1550,41,2024-11-30,2024-11-30,1160.17,1160.17
1551,41,2024-12-30,2024-12-30,1160.17,1160.17
1552,41,2025-01-29,2025-02-03,1160.17,1160.17
1553,41,2025-02-28,2025-03-10,1160.17,801.14
1554,41,2025-03-30,2025-03-30,1160.17,1160.17
1555,41,2025-04-29,2025-05-04,1160.17,1160.17
1556,41,2025-05-29,2025-05-29,1160.17,1160.17
1557,41,2025-06-28,2025-06-28,1160.17,1160.17
1558,41,2025-07-28,2025-08-02,1160.17,1160.17
1559,41,2025-08-27,2025-09-01,1160.17,1160.17
1560,41,2025-09-26,2025-10-26,1160.17,988.37
1561,41,2025-10-26,2025-11-25,1160.17,809.69
1562,41,2025-11-25,2025-11-25,1160.17,1160.17
1563,41,2025-12-25,2025-12-25,1160.17,1160.17
1564,41,2026-01-24,2026-02-03,1160.17,744.6
1565,41,2026-02-23,2026-03-25,1160.17,733.51
1566,41,2026-03-25,2026-03-30,1160.17,1160.17
1567,41,2026-04-24,2026-05-24,1160.17,720.21
1568,41,2026-05-24,2026-05-29,1160.17,1160.17
1569,41,2026-06-23,2026-06-23,1160.17,1160.17
1570,41,2026-07-23,2026-07-23,1160.17,1160.17
1571,41,2026-08-22,2026-08-22,1160.17,1160.17
1572,41,2026-09-21,2026-09-21,1160.17,1160.17
1573,42,2021-07-24,2021-07-24,4576.25,4576.25
1574,42,2021-08-23,2021-09-02,4576.25,4164.47
1575,42,2021-09-22,2021-10-02,4576.25,3014.54
1576,42,2021-10-22,2021-10-22,4576.25,4576.25
1577,42,2021-11-21,2021-12-01,4576.25,4559.84
1578,42,2021-12-21,2021-12-21,4576.25,4576.25
1579,42,2022-01-20,2022-01-30,4576.25,4515.59
1580,42,2022-02-19,2022-02-19,4576.25,4576.25
1581,42,2022-03-21,2022-03-31,4576.25,3762.67
1582,42,2022-04-20,2022-04-20,4576.25,4576.25
1583,42,2022-05-20,2022-05-30,4576.25,3269.97
1584,42,2022-06-19,2022-07-19,4576.25,3181.44
1585,42,2022-07-19,2022-08-18,4576.25,2685.61
1586,42,2022-08-18,2022-08-18,4576.25,4576.25
1587,42,2022-09-17,2022-09-27,4576.25,2650.66
1588,42,2022-10-17,2022-10-17,4576.25,4576.25
1589,42,2022-11-16,2022-11-16,4576.25,4576.25
1590,42,2022-12-16,2023-01-15,4576.25,4121.31
1591,42,2023-01-15,2023-01-25,4576.25,2558.98
1592,42,2023-02-14,2023-02-24,4576.25,4082.66
1593,42,2023-03-16,2023-04-15,4576.25,4385.57
1594,42,2023-04-15,2023-04-25,4576.25,2652.06
1595,42,2023-05-15,2023-05-15,4576.25,4576.25
1596,42,2023-06-14,2023-06-14,4576.25,4576.25
1597,42,2023-07-14,2023-07-14,4576.25,4576.25
1598,42,2023-08-13,2023-08-13,4576.25,4576.25
1599,42,2023-09-12,2023-09-12,4576.25,4576.25
1600,42,2023-10-12,2023-10-17,4576.25,4576.25
1601,42,2023-11-11,2023-11-11,4576.25,4576.25
1602,42,2023-12-11,2024-01-10,4576.25,4050.05
1603,42,2024-01-10,2024-01-10,4576.25,4576.25
1604,42,2024-02-09,2024-02-09,4576.25,4576.25
1605,42,2024-03-10,2024-03-20,4576.25,3907.15
1606,42,2024-04-09,2024-04-09,4576.25,4576.25
1607,42,2024-05-09,2024-05-19,4576.25,3163.12
1608,42,2024-06-08,2024-07-08,4576.25,3968.0
1609,43,2023-12-16,2023-12-21,3320.29,3320.29
1610,43,2024-01-15,2024-02-14,3320.29,2708.53
1611,43,2024-02-14,2024-02-14,3320.29,3320.29
1612,43,2024-03-15,2024-03-15,3320.29,3320.29
1613,43,2024-04-14,2024-04-14,3320.29,3320.29
1614,43,2024-05-14,2024-06-13,3320.29,3150.81
1615,43,2024-06-13,2024-06-13,3320.29,3320.29
1616,43,2024-07-13,2024-07-13,3320.29,3320.29
1617,43,2024-08-12,2024-08-22,3320.29,3055.43
1618,43,2024-09-11,2024-10-11,3320.29,2955.11
1619,43,2024-10-11,2024-10-16,3320.29,3320.29
1620,43,2024-11-10,2024-11-10,3320.29,3320.29
1621,43,2024-12-10,2025-01-09,3320.29,1746.06
1622,43,2025-01-09,2025-01-09,3320.29,3320.29
1623,43,2025-02-08,2025-02-08,3320.29,3320.29
1624,43,2025-03-10,2025-04-09,3320.29,1698.56
1625,43,2025-04-09,2025-04-19,3320.29,3099.39
1626,43,2025-05-09,2025-05-09,3320.29,3320.29
1627,43,2025-06-08,2025-06-13,3320.29,3320.29
1628,43,2025-07-08,2025-07-18,3320.29,1863.82
1629,43,2025-08-07,2025-08-07,3320.29,3320.29
1630,43,2025-09-06,2025-09-06,3320.29,3320.29
1631,43,2025-10-06,2025-10-06,3320.29,3320.29
1632,43,2025-11-05,2025-11-05,3320.29,3320.29
1633,44,2021-09-22,2021-09-22,1668.05,1668.05
1634,44,2021-10-22,2021-10-22,1668.05,1668.05
1635,44,2021-11-21,2021-11-26,1668.05,1668.05
1636,44,2021-12-21,2021-12-21,1668.05,1668.05
1637,44,2022-01-20,2022-01-20,1668.05,1668.05
1638,44,2022-02-19,2022-02-24,1668.05,1668.05
1639,44,2022-03-21,2022-03-21,1668.05,1668.05
1640,44,2022-04-20,2022-04-25,1668.05,1668.05
1641,44,2022-05-20,2022-05-20,1668.05,1668.05
1642,44,2022-06-19,2022-06-24,1668.05,1668.05
1643,44,2022-07-19,2022-07-19,1668.05,1668.05
1644,44,2022-08-18,2022-08-23,1668.05,1668.05
1645,44,2022-09-17,2022-10-17,1668.05,897.67
1646,44,2022-10-17,2022-11-16,1668.05,1184.24
1647,44,2022-11-16,2022-11-16,1668.05,1668.05
1648,44,2022-12-16,2023-01-15,1668.05,1591.57
1649,44,2023-01-15,2023-01-15,1668.05,1668.05
1650,44,2023-02-14,2023-02-14,1668.05,1668.05
1651,44,2023-03-16,2023-03-16,1668.05,1668.05
1652,44,2023-04-15,2023-04-15,1668.05,1668.05
1653,44,2023-05-15,2023-05-15,1668.05,1668.05
1654,44,2023-06-14,2023-07-14,1668.05,1307.16
1655,44,2023-07-14,2023-07-24,1668.05,1546.96
1656,44,2023-08-13,2023-08-13,1668.05,1668.05
1657,44,2023-09-12,2023-09-12,1668.05,1668.05
1658,44,2023-10-12,2023-10-12,1668.05,1668.05
1659,44,2023-11-11,2023-11-16,1668.05,1668.05
1660,44,2023-12-11,2023-12-21,1668.05,1334.43
1661,44,2024-01-10,2024-01-10,1668.05,1668.05
1662,44,2024-02-09,2024-02-09,1668.05,1668.05
1663,44,2024-03-10,2024-03-20,1668.05,1452.62
1664,44,2024-04-09,2024-04-09,1668.05,1668.05
1665,44,2024-05-09,2024-05-09,1668.05,1668.05
1666,44,2024-06-08,2024-06-18,1668.05,858.67
1667,44,2024-07-08,2024-07-08,1668.05,1668.05
1668,44,2024-08-07,2024-08-17,1668.05,1260.83
1669,44,2024-09-06,2024-09-06,1668.05,1668.05
1670,44,2024-10-06,2024-10-06,1668.05,1668.05
1671,44,2024-11-05,2024-11-05,1668.05,1668.05
1672,44,2024-12-05,2024-12-05,1668.05,1668.05
1673,44,2025-01-04,2025-01-04,1668.05,1668.05
1674,44,2025-02-03,2025-02-03,1668.05,1668.05
1675,44,2025-03-05,2025-03-05,1668.05,1668.05
1676,44,2025-04-04,2025-04-04,1668.05,1668.05
1677,44,2025-05-04,2025-05-04,1668.05,1668.05
1678,44,2025-06-03,2025-06-03,1668.05,1668.05
1679,44,2025-07-03,2025-08-02,1668.05,1410.84
1680,44,2025-08-02,2025-08-02,1668.05,1668.05
1681,44,2025-09-01,2025-09-01,1668.05,1668.05
1682,44,2025-10-01,2025-10-01,1668.05,1668.05
1683,44,2025-10-31,2025-11-05,1668.05,1668.05
1684,44,2025-11-30,2025-11-30,1668.05,1668.05
1685,44,2025-12-30,2025-12-30,1668.05,1668.05
1686,44,2026-01-29,2026-01-29,1668.05,1668.05
1687,44,2026-02-28,2026-03-30,1668.05,1293.99
1688,44,2026-03-30,2026-03-30,1668.05,1668.05
1689,44,2026-04-29,2026-05-04,1668.05,1668.05
1690,44,2026-05-29,2026-06-28,1668.05,1508.76
1691,44,2026-06-28,2026-07-03,1668.05,1668.05
1692,44,2026-07-28,2026-08-07,1668.05,1623.3
1693,45,2023-09-02,2023-09-02,24431.83,24431.83
1694,45,2023-10-02,2023-10-02,24431.83,24431.83
1695,45,2023-11-01,2023-11-01,24431.83,24431.83
1696,45,2023-12-01,2023-12-01,24431.83,24431.83
1697,45,2023-12-31,2024-01-30,24431.83,22551.02
1698,45,2024-01-30,2024-02-29,24431.83,15649.6
1699,45,2024-02-29,2024-03-05,24431.83,24431.83
1700,45,2024-03-30,2024-03-30,24431.83,24431.83
1701,45,2024-04-29,2024-05-09,24431.83,21905.01
1702,45,2024-05-29,2024-06-08,24431.83,16022.21
1703,45,2024-06-28,2024-06-28,24431.83,24431.83
1704,45,2024-07-28,2024-08-27,24431.83,18175.23
1705,46,2022-03-11,2022-03-16,7234.11,7234.11
1706,46,2022-04-10,2022-04-15,7234.11,7234.11
1707,46,2022-05-10,2022-05-20,7234.11,6319.28
1708,46,2022-06-09,2022-06-09,7234.11,7234.11
1709,46,2022-07-09,2022-07-19,7234.11,4006.1
1710,46,2022-08-08,2022-08-13,7234.11,7234.11
1711,46,2022-09-07,2022-09-12,7234.11,7234.11
